user_input,reference,reference_video_url
어린이의 멀미를 예방하기 위한 의사의 조언은 무엇인가요?,"어린이의 멀미를 예방하기 위해서는 피곤하지 않도록 충분히 쉬고, 출발 전에 가벼운 간식을 먹이는 것이 좋습니다. 저지방의 담백한 탄수화물 위주의 음식을 조금 먹이고, 생강을 섞은 음식이나 생강차를 먹이는 것도 도움이 될 수 있습니다. 또한, 이동 수단에서 가능한 한 움직임이 적은 자리에 앉고, 앞을 보고 앉아 등을 기대어 몸이 움직이지 않게 하는 것이 좋습니다.",https://www.youtube.com/watch?v=5Y5ariP76L8
하정우 소아청소년과 전문의가 일본뇌염 경보 발령에 대해 뭐라고 말했는지 자세히 설명해줘.,"하정우 소아청소년과 전문의는 2021년 8월 5일 우리나라 질병관리본부가 일본뇌염 경보를 발령했다고 알리며, 일본뇌염 예방접종을 제대로 맞은 경우에는 걱정할 필요가 없다고 강조했습니다. 그는 일본뇌염 경보가 내려지면 아이가 일본뇌염에 걸릴까 걱정하는 부모들이 많다고 언급하며, 예방접종을 제대로 맞았는지 확인하는 것이 중요하다고 설명했습니다. 접종을 제대로 맞지 않은 경우에는 가능한 빨리 빠진 접종을 맞히는 것이 좋다고 덧붙였습니다. 일본뇌염 경보는 모기 개체수가 많고 일본뇌염 발생 위험이 높다는 것을 알리는 신호이며, 예방접종을 하지 않은 아이는 모기에 물리지 않도록 주의해야 한다고 강조했습니다. 또한, 예방접종은 만 1세부터 2세 이전에 시작해야 하며, 돌이 지나도 접종을 시작할 수 있다고 설명했습니다. 마지막으로, 일본뇌염은 사람 간 전파가 아니므로 예방접종을 꼭 해야 한다고 강조했습니다.",https://www.youtube.com/watch?v=5BQata25hGg
열성경련이 발생했을 때 응급실에 가야 하는 상황은 무엇인가요?,경련이 20분 이상 지속되거나 다른 문제가 의심될 경우에는 119에 연락하거나 바로 응급실로 가는 것이 좋습니다.,https://www.youtube.com/watch?v=gOYrzoLq9Rg
야뇨증에 대한 전문가의 조언은 무엇인가요?,"야뇨증은 아이가 밤에 소변을 가리지 못하는 문제로, 만 5세 이상에서 한 달에 두 번 이상 발생하면 의심해볼 필요가 있습니다. 전문가들은 아이의 스트레스를 이해하고, 정서적 지원을 제공하는 것이 중요하다고 강조합니다. 또한, 낮에는 충분한 수분 섭취를 통해 방광 용적을 늘리고, 저녁 식사 후 수분 섭취를 제한하며, 자기 전에 화장실에 가도록 하는 것이 좋습니다. 실수했을 때는 야단치지 말고 격려하며, 필요시 전문의의 진료를 받아 적절한 평가와 치료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=OSaArl7n-fM
소아과에서 결핵에 대해 부모가 알아야 할 중요한 점은 무엇인가요?,"부모들은 결핵이 우리나라에서 여전히 많은 환자가 발생하고 있다는 사실을 알아야 합니다. 결핵은 주로 호흡기로 전파되며, 특히 5세 미만의 어린이는 심각한 형태로 진행될 수 있으므로 주의가 필요합니다. 초기에는 특별한 증상이 없을 수 있지만, 가벼운 기침, 발열, 식욕부진 등의 증상이 나타날 수 있습니다. BCG 접종은 심한 형태의 결핵으로 진행되는 것을 막아 주지만, 결핵 자체를 완전히 예방하지는 않으므로 치료가 중요합니다. 치료는 약물 복용이 필수적이며, 중단하지 않고 규칙적으로 복용해야 합니다.",https://www.youtube.com/watch?v=fkN7cjJ2ec0
변비에 대해 아이들이 겪는 일반적인 증상은 무엇인가요?,변비란 변을 자주 보지 못하고 변이 딱딱하며 변을 볼 때 힘들어하는 것을 말합니다. 변비가 심하면 항문이 찢어져 변에 피가 묻어 나오기도 하고 항문이 아파서 변을 참게 되기도 합니다. 변비가 아주 심한 경우에는 변을 못 내는 것이 아니라 오히려 조금씩 자주 보는 경우가 있어 설사로 오해하는 일이 많습니다.,https://www.youtube.com/watch?v=28FfLPP_1MI
독감 예방접종 일정이 어떻게 바뀌었는지 좀 더 자세히 설명해 줄 수 있나요?,"독감 예방접종 일정은 자주 바뀌고 있으며, 13세부터 18세까지의 무료 접종은 10월 12일부터 순차적으로 재개된다고 발표되었으나, 10월 8일에 다시 일정이 변경되어 10월 13일 화요일부터 시작한다고 합니다. 70세 이상 어르신은 10월 19일부터, 62세 이상은 10월 26일부터 접종을 시작합니다. 처음 접종하는 아기와 임신부는 내년 4월 30일까지 접종할 수 있고, 나머지 대상자는 올해 12월 31일까지 접종을 완료해야 합니다.",https://www.youtube.com/watch?v=ZtpV18GRqvw
임신부가 코로나 백신을 접종하는 것이 왜 중요한가요?,"임신부가 코로나 백신을 접종하는 것은 여러 가지 이유로 중요합니다. 첫째, 임신부가 코로나에 걸릴 경우 중증으로 진행될 가능성이 높고, 태아에게도 영향을 미쳐 조산이나 저체중아 분만 등의 문제가 발생할 수 있습니다. 둘째, 코로나 백신 접종을 통해 임신부는 코로나에 대한 항체를 생성하고, 이 항체는 아기에게 전달되어 출생 후 보호에 도움이 될 수 있습니다. 셋째, 많은 나라에서 이미 임신부에게 백신 접종을 권장하고 있으며, 전 세계적으로 많은 임신부가 접종했지만 특별한 문제가 보고되지 않았습니다. 따라서 코로나 감염으로 인한 위험이 백신의 잠재적 위험보다 훨씬 크기 때문에, 임신부와 태아의 안전을 위해 접종하는 것이 좋습니다.",https://www.youtube.com/watch?v=P64CjaxdNT0
다시마는 MSG에 어떤 역할을 해요?,"다시마는 MSG의 주요 성분인 글루타민산이 자연적으로 존재하는 식품 중 하나입니다. 글루타민산은 단백질을 구성하는 아미노산으로, 다시마와 같은 식품에서 농도가 높아져 감칠맛을 냅니다.",https://www.youtube.com/watch?v=anQztIwRJ7o
"소아과에 언제 가야 하는지에 대한 정보가 필요해요. 요로감염의 증상은 어떤 것들이고, 부모가 어떻게 대처해야 하는지 알려주세요.","요로감염의 증상은 열, 소변을 자주 보는 것, 소변을 볼 때 통증, 갑자기 소변이 급해지는 것, 소변을 잘 보지 못하거나 참기 힘들어하는 것, 소변을 가리던 아이가 밤에 다시 실수하는 것, 소변에서 악취가 나거나 탁해지거나 피가 섞여 나오는 경우 등이 있습니다. 이러한 증상이 있으면 요로감염을 염두에 두고 소아과 의사의 진료를 받는 것이 좋습니다. 특히 나이가 어릴수록 증상이 뚜렷하지 않고 비특이적으로 나타날 수 있으므로, 배나 옆구리 통증, 구토, 식욕 부진, 계속 칭얼거리거나 보채는 증상 등이 있을 수 있습니다. 요로감염은 아이들에게 비교적 흔한 병이며 조기 진단과 조기 치료가 중요하므로, 부모님들은 아기가 어릴 때부터 요로감염을 의심할 수 있는 증상을 미리 알아두시기 바랍니다.",https://www.youtube.com/watch?v=eXCjsY4NvSk
치약을 사용하여 아이의 치아를 어떻게 관리해야 하는지에 대한 조언을 주세요.,"치아 관리는 치아가 나기 전부터 시작해야 하며, 신생아 때부터 수유 후 물에 적신 거즈나 실리콘 손가락 칫솔처럼 부드러운 도구로 잇몸을 닦아 주는 것이 좋습니다. 치아가 나면 불소 함유 치약과 아기용 부드럽고 크기가 작은 칫솔을 사용해 관리해야 합니다. 칫솔은 사용 후 물로 깨끗이 씻어 잘 말리고, 칫솔모가 변형되었거나 1~3개월 정도 사용했다면 교체해야 합니다. 만 2세까지는 쌀알 크기, 그 이후에는 콩알 크기 정도로 칫솔에 치약을 살짝 묻혀 사용하고, 아이가 치약을 먹지 않도록 주의해야 합니다. 양치는 하루 2회, 2분 이상씩 아침 식사 후와 자기 전에 하며, 잇몸에서 치아 쪽으로 긁어내리듯 작은 원을 그리며 전체 치아와 씹는 면, 안쪽 면, 혀 앞쪽까지 닦아 주세요. 아이가 혼자 하려 해도 보통 7세 전후까지는 부모가 도와 마무리해 주는 것이 좋습니다.",https://www.youtube.com/watch?v=R2yZQCoNW7Y
12세 아이들 코로나 백신 접종에 대해 어떤 권고가 있나요?,"현재 화이자 백신이 12세부터 허가된 상태이나, 접종 권고 지침은 아직 명확하지 않습니다. 미국과 많은 나라가 12세부터 접종하고 있거나 계획 중이며, 연구 결과와 사회적 분위기를 고려할 때 우리나라도 12세 이상 접종 방침을 조정할 필요가 있고 수개월 내에 접종이 시작될 가능성이 높다고 봅니다.",https://www.youtube.com/watch?v=ZwMt7Tw5_RI
미국에서 12세 미만 어린이의 코로나 감염 이력에 따른 접종 권고는 무엇인가요?,"미국은 감염 이력이 있는 12세 미만 아이들도 접종을 권고하고 있으며, 우리나라도 어린이용 백신 수급이 좋아지면 감염 이력이 있는 5세에서 12세 미만 아이들도 접종 대상이 될 가능성이 있다고 생각합니다.",https://www.youtube.com/watch?v=W5WFStdc8YQ
철분제는 아이에게 어떤 위험이 있나요?,"철분제는 소아에서 중독을 일으키기 쉬운 약으로, 한꺼번에 많이 먹으면 목숨이 위험할 수 있습니다. 따라서 철분제는 반드시 아이 손이 닿지 않는 곳에 보관해야 합니다.",https://www.youtube.com/watch?v=C_V6tSex7jo
소아청소년과에서 복강과 관련된 서혜부 탈장의 위험성에 대해 어떻게 설명할 수 있습니까?,"서혜부 탈장은 장의 일부가 사타구니 쪽으로 빠지는 병으로, 특히 어린 아기들에게는 감돈 위험이 높아 상태가 안정적일 때 가능한 빨리 수술하는 것이 원칙입니다. 탈장이 의심되면 즉시 진료를 받고, 감돈이 생기면 장이 붓고 혈액 공급이 막혀 괴사하거나 천공이 발생할 수 있으며, 이로 인해 복강 내 감염이 발생할 수 있습니다. 따라서, 아이가 심하게 아프거나 울 때는 즉시 응급실로 가야 하며, 증상이 없더라도 전문의의 판단에 따라 수술을 권장합니다.",https://www.youtube.com/watch?v=KSagw5gmpAI
모유수유 중 약을 먹으면 큰일 난다고 생각하는 부모들이 많습니다. 모유수유 중 약 복용에 대해 어떻게 생각하십니까?,"모유수유 중 약 복용에 대한 우려는 이해할 수 있지만, 엄마가 아파도 억지로 참아야 하는 것은 아닙니다. 모유수유 중에도 약을 복용할 수 있으며, 모든 약이 안전한 것은 아니므로 진료를 받을 때 모유수유 중임을 알리고 적합한 약인지 확인하는 것이 중요합니다. 가벼운 증상에 쓰이는 약 중에도 사용하면 안 되는 약이 있으므로, 의사와 상의하여 안전한 약으로 처방받는 것이 좋습니다.",https://www.youtube.com/watch?v=7LNtrFk50iA
하정우 소아청소년과 전문의가 일본뇌염 경보 발령 시 부모님들이 알아야 할 점은 무엇인가요?,"하정우 소아청소년과 전문의는 일본뇌염 경보가 발령되면 일본뇌염 예방접종을 제대로 맞은 경우에는 걱정할 필요가 없다고 설명합니다. 부모님들은 자녀가 예방접종을 제대로 맞았는지 확인해야 하며, 접종을 받지 않은 경우에는 가능한 빨리 빠진 접종을 맞히는 것이 좋습니다. 일본뇌염 경보는 모기 개체수가 많을 때 발생 위험이 높다는 것을 알리는 것이므로, 모기에 물리지 않도록 주의해야 합니다. 외출 시에는 팔과 다리를 가릴 수 있는 헐렁한 긴 바지와 긴 소매 옷을 입고 모자를 쓰는 것이 중요하며, 모기가 많이 활동하는 저녁이나 새벽 시간대의 야외 활동을 피해야 합니다. 또한, 실내에서는 모기장을 사용하고 야외에서는 모기 기피제를 사용하는 것이 도움이 됩니다. 예방접종은 만 1세부터 2세 이전에 시작해야 하며, 돌이 지나도 접종을 시작할 수 있습니다.",https://www.youtube.com/watch?v=5BQata25hGg
파라인플루엔자 바이러스 감염의 증상과 치료 방법에 대해 자세히 설명해 주실 수 있나요?,"파라인플루엔자 바이러스 감염은 감기와 비슷한 질환으로, 증상으로는 발열, 기침, 콧물, 가래, 인후통 등이 있으며, 때로는 고열이 나기도 하지만 고열이 항상 특징인 것은 아닙니다. 심한 경우 기침이 심하거나 쌕쌕거리는 숨소리로 호흡곤란을 보이고, 후두가 좁아지면 컹컹거리는 기침(크룹)이 나타날 수 있습니다. 전신 근육통, 보채는 증상, 식욕부진, 구토 등 소화기 증상이 동반될 수 있습니다. 치료는 기본적으로 증상에 따른 대증요법으로, 발열이 있으면 해열제를 사용하고, 잘 먹지 못하면 수액 치료를 합니다. 특별한 항바이러스제가 없으며, 증상에 따른 치료가 주가 됩니다. 상태가 심하거나 입원할 정도이면 검사를 통해 진단을 확인하는 경우가 많습니다.",https://www.youtube.com/watch?v=hssuWClFrxU
임신부가 코로나에 걸렸을 때 어떤 위험이 있습니까?,"임신부는 코로나에 걸리면 중증으로 진행될 위험이 있으며, 태아에게도 문제가 생길 수 있습니다. 따라서 임신부의 예방접종이 특히 중요합니다.",https://www.youtube.com/watch?v=hQsR69JSt7w
A형 간염 유행 중에 30대는 어떻게 해야 하나요?,"30대는 A형 간염에 걸린 적이 없고 접종을 받지 않은 경우가 대부분입니다. 따라서 A형 간염 백신을 맞는 것이 예방에 매우 중요합니다. 또한, 유행 관련 식품은 안전이 확인될 때까지 섭취하지 않는 것이 권장됩니다.",https://www.youtube.com/watch?v=S9vVoEhJUBI
소아청소년과에서 아이들 감기 예방 어떻게 해?,"소아청소년과 전문의는 아이들의 감기 예방을 위해 손을 자주 씻는 것이 가장 중요하다고 강조합니다. 흐르는 물에 3초 이상 손을 씻는 습관이 필요하며, 화장실 후와 외출 후에 반드시 손을 씻어야 합니다. 또한, 씻지 않은 손으로 얼굴을 만지지 않도록 하고, 기침할 때는 사람 없는 방향으로 하고 입을 가려야 합니다. 충분한 휴식과 균형 잡힌 식사도 중요하며, 감기가 자주 걸리면 단체생활을 잠시 쉬는 것을 고려해야 합니다.",https://www.youtube.com/watch?v=waF-ils7X1Y
위드코로나 시대에 소아에게 특별히 주의해야 할 점은 무엇인가요?,"위드 코로나가 시행되면 소아는 어른과는 다른 의미를 가지며, 부모님들이 알아둬야 할 시급한 사항들이 있습니다. 특히 접종하지 않은 아이들은 감염되지 않도록 각별히 주의해야 하며, 주변에 코로나 환자가 있을 수 있음을 염두에 두고 행동해야 합니다.",https://www.youtube.com/watch?v=TqLMQQ6Td5Q
경피형 BCG는 어떤 방식으로 접종되나요?,경피형 BCG는 도장처럼 두 번 찍어 흉터 자국이 남는 방식으로 접종됩니다. 이 방법은 비용이 드는 대신 이상반응이 적다는 것이 소아청소년과 의사들의 일반적인 경험입니다.,https://www.youtube.com/watch?v=BGdrLBlJUJk
고환 없는 아기 수술 왜 필요해?,"고환이 제자리에 있지 않으면 정자 생산이 잘 되지 않아 불임이 될 수 있고, 나중에 고환에서 암이 발생할 확률도 높아지기 때문에 계속 내려오지 않으면 수술로 교정해야 합니다.",https://www.youtube.com/watch?v=AEtRzQEps2M
세균성 장염에 대해 어떻게 대처해야 하나요?,"세균성 장염은 심각한 병일 수 있으므로, 변에 피나 점액 같은 것이 섞여 나오는 경우에는 서둘러 진료를 받아야 합니다. 설사가 심하고 구토를 동반하거나 열이 높거나 복통이 있는 경우에도 빨리 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=w8BucI0wZYE
태열이 있는 아기 방 온도 낮춰야 하나?,"태열이 있다고 해서 특별히 방 온도를 낮추거나 목욕물 온도를 낮춰야만 하는 것은 아닙니다. 태열은 신생아 시기에 생기는 여러 피부 발진을 통칭하는 말이며, 태열 자체는 병이 아닙니다.",https://www.youtube.com/watch?v=0bZXRpwYrio
소아 복막염의 원인과 증상에 대해 설명해 주실 수 있나요?,"복막염은 맹장염이 터져서 발생하는 심각한 합병증입니다. 맹장염은 충수돌기에 염증이 생기는 병으로, 통증이 가장 중요한 증상입니다. 초기에는 식욕 저하, 속 불편, 구토, 설사, 발열 등이 나타날 수 있으며, 통증은 우하복부로 옮겨갑니다. 아이들은 증상이 비특이적이어서 진단이 어려울 수 있으며, 증상이 나타난 후 하루에서 3일 사이에 터질 수 있으므로 즉시 진료를 받는 것이 중요합니다.",https://www.youtube.com/watch?v=le_B0qIJpeU
미국 소아과 의사들은 열에 대해 어떻게 생각하나요?,"미국 소아과 의사들도 열에 대해 과도하게 겁내지 말라고 강조합니다. 열 그 자체가 위험한 경우는 거의 없으며, 열은 우리 몸이 감염을 이기기 위해 올리는 반응입니다.",https://www.youtube.com/watch?v=tR0l8m3j2h8
질병관리본부가 임신부 코로나 백신 접종을 시작한다고 발표한 날짜는 언제인가요?,질병관리본부는 27일 임신부 코로나 백신 접종을 10월 18일부터 시행한다고 발표했습니다.,https://www.youtube.com/watch?v=P64CjaxdNT0
사백신은 뭐에요?,사백신은 일본뇌염 예방접종에 사용되는 불활성화 백신입니다. 최근 접종되는 사백신은 과거의 생백신과 달리 안전하여 심각한 부작용은 거의 없습니다.,https://www.youtube.com/watch?v=Wjir8wSjyzk
소아청소년과에서 아기 변 색깔에 대해 상담해야 하는 경우는 어떤 경우입니까?,"아기 변 색깔 때문에 소아청소년과에서 상담해야 하는 경우는 신생아 때부터 노란색이 없이 흰색 변이 나타나는 경우입니다. 이 경우 담도가 막혀 흰색 변이 나타날 수 있으므로 가능한 빨리 수술하는 것이 중요합니다. 또한, 토마토 케찹 같은 선홍색 변을 보면서 아이가 심하게 울거나 반복적으로 보챈다면 응급실을 방문해야 하며, 진짜 검은색 변을 보는 경우에도 바로 병원에 가야 합니다.",https://www.youtube.com/watch?v=-Z1NnZnuZJM
농가진이 뭐예요?,"농가진은 아이 피부에 노란 진물이 나고 딱지가 생기는 전염성 피부질환입니다. 주로 여름철에 많지만 사계절 내내 생길 수 있으며, 물집이 생기거나 노란 딱지가 붙는 형태로 나타납니다.",https://www.youtube.com/watch?v=ys1udu1m57s
미숙아를 돌볼 때 독감 예방접종은 왜 중요한가요?,미숙아는 감염 시 중증으로 진행될 수 있으므로 가족들도 독감이나 백일해 등 아기에게 옮길 수 있는 질환에 대해 예방접종을 철저히 해 주세요.,https://www.youtube.com/watch?v=T7hjlOQvsWw
"열이 나는 아이를 둔 부모로서, 아이가 열이 나면 어떻게 해야 하는지 자세히 설명해 줄 수 있나요?","열이 나는 아이를 둔 부모님들은 당황할 수 있지만, 우선 해열제를 먹이고 기다리는 것이 기본입니다. 열 자체는 우리 몸의 방어 반응으로 병균과 싸우는 데 도움이 되므로 무조건 억제할 필요는 없습니다. 그러나 아이들이 고열로 힘들어할 수 있으므로 불편함을 줄이기 위해 해열제를 사용하는 것이 일반적입니다. 대략 38도 이상의 열이 나면 해열제를 고려하세요. 해열제는 체온을 완전히 정상으로 만드는 것이 아니라 보통 1~2도 정도 낮춰 아이의 불편함을 줄이는 역할을 합니다. 권장 용량과 투여 간격을 지키지 않으면 부작용이 생길 수 있으므로 주의해야 합니다. 고열이 지속되거나 아이의 상태가 나빠지면 소아과 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=zCySQ2L8sco
육류가 포함된 음식에서 MSG의 안전성에 대한 우려는 무엇인가요?,"육류는 MSG가 자연적으로 존재하는 식품 중 하나입니다. MSG는 기본적으로 안전하다고 여겨지지만, 아이들에게는 신중하게 사용해야 합니다. MSG가 들어간 음식은 지나치게 맛있어 아이들이 담백한 음식을 잘 먹지 않게 되고, 미각 발달과 식습관 형성에 부정적 영향을 줄 수 있습니다. 또한 MSG가 포함된 음식 때문에 더 많이 먹게 되어 체중 관리에 어려움을 줄 수 있으므로 과체중이나 비만 위험이 있는 아이들에게는 특히 주의가 필요합니다.",https://www.youtube.com/watch?v=anQztIwRJ7o
감기랑 코피는 무슨 관계 있어요?,감기나 알레르기성 비염이 있을 때 점막의 염증으로 인해 출혈이 쉽게 생겨 가볍게 코를 풀어도 코피가 날 수 있습니다.,https://www.youtube.com/watch?v=uXd60SqQSgw
"소아청소년과에서 진료를 받을 때, 아이가 열이 나는 경우 어떤 상황에서 즉시 진료를 받아야 하나요?","6개월 미만의 아기가 38도 이상의 열이 날 때, 또는 6개월 이상이라도 39도 이상의 고열일 때는 바로 진료를 받아야 합니다. 또한, 열과 함께 아이가 숨을 잘 못 쉬거나 의식이 떨어지거나 심하게 처져 있을 때, 만졌을 때 더 아파하거나 목이 뻣뻣하고 귀 통증, 복통, 배뇨 시 통증 등이 있거나 탈수 증상(물을 잘 마시지 않거나 소변량이 줄었을 때), 열성 경련이 있는 경우에도 즉시 진료가 필요합니다.",https://www.youtube.com/watch?v=zCySQ2L8sco
소금물 가글이 어린이에게 권장되지 않는 이유는 무엇인가요?,어린이에게 소금물 가글을 시키는 것은 권장되지 않습니다. 이는 소금물 가글이 어린이에게 적합하지 않기 때문입니다.,https://www.youtube.com/watch?v=PuXMnLuvWFA
계란 알레르기가 있는 아기에게 땅콩 알레르기를 예방하기 위해 어떤 조치를 취해야 합니까?,"계란 알레르기가 있는 아기는 땅콩 알레르기 위험군에 속하므로, 땅콩을 이유식에 첨가하기 전에 담당 소아과 의사와 상의하고 필요하면 검사를 받는 것이 좋습니다. 또한, 계란에 즉시형 반응을 보였거나 모유수유 중 어머니가 계란을 먹은 뒤 아기에게 반응이 나타난 경우에는 소아과 진료와 진단을 받아야 합니다.",https://www.youtube.com/watch?v=cJut6mD3VTI
교정 헬멧은 언제 필요하나요?,"교정 헬멧은 아기의 머리 변형이 심하다고 생각될 때 필요할 수 있으며, 초기 발견이 중요합니다. 비교적 이른 시기에 발견하면 자세 교정과 엎어놓기만으로도 대부분 좋아지지만, 심한 경우에는 교정 헬멧이 필요할 수 있습니다.",https://www.youtube.com/watch?v=BAVqR6spNIk
소아청소년과에서 해열제를 사용할 때 주의해야 할 점은 무엇인가요?,"해열제를 사용할 때는 용법·용량을 정확히 지켜야 하며, 열이 난다고 해서 용량을 높이거나 정해진 시간 간격을 지키지 않고 자주 먹이는 것은 문제가 됩니다. 또한, 해열제는 체온을 정상으로 완전히 되돌리는 약이 아니며 보통 1~1.5도 정도 내리는 약이라는 점을 알아두어야 합니다. 열성 경련을 걱정해 해열제를 계속 주는 것은 필요하지 않으며, 해열제를 사용할 때는 아이 손이 닿지 않는 곳에 보관해야 하고, 시럽제는 단맛 때문에 아이가 한 번에 마실 수 있으니 주의해야 합니다.",https://www.youtube.com/watch?v=IuBygBZtbtg
소아과 의사로서 딤플이 있는 아기들에 대해 부모님들이 알아야 할 중요한 정보는 뭐예요?,"딤플은 대부분 별 문제가 없지만, 드물게 척추 신경계에 문제가 있을 수 있습니다. 이런 경우에는 근력 약화, 다리 신경 마비, 대소변 조절 문제 등이 생길 수 있습니다. 딤플이 있는 아기는 소아과 의사에게 진료를 받고, 필요시 검사를 받는 것이 좋습니다. 특히 다른 기형이나 피부 병변이 동반되거나 딤플의 모양이 비정상적일 경우에는 즉시 소아과에 보여야 합니다.",https://www.youtube.com/watch?v=nt8LPxqLyI8
신생아 눈곱에 안약 언제 써야 해?,신생아의 눈곱이 계속 끼거나 염증·감염이 의심되면 안약을 사용해야 할 경우도 있으며 이는 진료 시 처방됩니다.,https://www.youtube.com/watch?v=0nmgcgmvoxE
2020년 9월 21일에 독감 백신 접종 중단된 이유는 뭐예요?,"2020년 9월 21일 현재, 질병관리본부는 일부 독감 백신의 접종을 일시 전면 중단한다고 발표했습니다. 이는 백신 자체의 문제가 아니라, 일부 백신의 보관·운송 과정에서 냉장 온도 유지가 제대로 지켜지지 않아 안전성과 효과를 확인하기 위해 중단한 것입니다.",https://www.youtube.com/watch?v=Lxjj_QVWQAw
