user_input,reference,reference_video_url,persona_name,query_style,query_length
소아청소년과 전문의로서 아이가 잘 안 먹는 이유는 뭐라고 생각해요?,"아이를 잘 먹지 못해 병원을 찾는 부모가 많습니다. 잘 안 먹는다고 내원하는 아이들 중에는 병이나 다른 이상이 없어 특별한 치료가 필요 없는 경우가 생각보다 많습니다. 가장 먼저 확인해야 할 것은 아이의 몸무게입니다. 몸무게가 많이 나가는 아이는 이미 체중이 충분히 늘어난 경우가 많아 잘 안 먹는 것이 정상입니다. 부모가 억지로 더 먹이려 하면 아이가 스스로 체중을 조절할 기회를 잃게 되고, 오히려 비만으로 이어질 수 있습니다. 또한, 체중에 문제가 없는 경우에도 아이는 일시적으로 잘 안 먹을 수 있으며, 특별한 병이 없다면 대부분 저절로 좋아집니다.",https://www.youtube.com/watch?v=UoecyzsonfQ,a pediatrician,POOR_GRAMMAR,MEDIUM
아이 비타민D 꼭 먹여야 하나요?,"비타민 D는 아이에게 매우 중요하며, 특히 아이들은 햇빛을 충분히 받지 못해 비타민 D 결핍이 흔합니다. 일반 권장량은 돌까지 하루 400 IU, 그 이후부터는 하루 600 IU 정도입니다. 비타민 D는 정상적인 신체 기능 유지에 필수적이므로 신생아 때부터 보충하는 것이 좋습니다.",https://www.youtube.com/watch?v=vLXZilr9H84,a pediatric nutrition expert,MISSPELLED,SHORT
아기 혼합수유할때 모유 끊으면 잘 먹게 되나요?,"혼합수유 중 아기가 잘 안 먹는다고 모유를 끊고 완전히 분유로 바꾸면 잘 먹게 되는 경우도 있지만, 반대로 분유로 완전히 바꾼 후 아이가 원래 먹던 양보다 훨씬 적게 먹는 경우가 많습니다. 모유를 끊고 잘 먹게 된 경우는 인터넷에 쉽게 올라오지만, 실패한 경우는 잘 올라오지 않아 많은 부모들이 오해하기 쉽습니다. 혼합수유를 하다가 모유를 끊으면 총 섭취량이 늘어나기보다 줄어드는 경우가 대부분이며, 분유에 적응하는 데 시간이 필요합니다. 따라서 아기가 잘 안 먹는다고 해서 무조건 모유를 끊고 완전히 분유로 전환하는 것은 권하지 않습니다.",https://www.youtube.com/watch?v=OoLubZL8pe0,a pediatric nutrition expert,POOR_GRAMMAR,MEDIUM
젖병을 언제 끊어야 하나요?,젖병 사용을 그만두는 시기는 일반적으로 돌 무렵이라고 생각하시면 됩니다. 돌이 지나면 한두 달 이내에 젖병을 그만 쓰는 것이 권장됩니다.,https://www.youtube.com/watch?v=TIg7STi9lrE,a pediatrician,MISSPELLED,SHORT
어린이의 이유식에 잡곡과 현미를 섞어 주는 것이 심혈관질환 예방에 어떻게 도움이 되나요?,"잡곡과 현미는 영양소와 식이섬유가 풍부해 당뇨 등 만성질환 예방에도 도움되는 장점이 있어 이유식에 잡곡과 현미를 섞어 주는 것이 권장됩니다. 통곡식을 충분히 섭취하면 백미보다 다양한 영양소와 식이섬유를 더 얻을 수 있어 비만, 당뇨병, 심혈관질환, 암 등의 예방에 도움이 됩니다.",https://www.youtube.com/watch?v=oHNNLzWV9No,a pediatric nutrition expert,MISSPELLED,LONG
2017년 12월부터 아기 체중 기준이 어떻게 변경되었나요?,"2017년 12월부터 우리나라에서는 3세 미만 아이들에게 체중 증가를 평가하는 기준표를 적용하도록 바뀌었습니다. 이 기준표는 2006년에 만들어진 것으로, 국가와 인종에 관계없이 적용할 수 있음이 입증되었습니다.",https://www.youtube.com/watch?v=bs1XLiIi9lM,a child nutrition specialist,WEB_SEARCH_LIKE,SHORT
부모가 아기주도 이유식을 시작하기 전에 알아야 할 중요한 점은 무엇인가요?,"부모가 아기주도 이유식을 시작하기 전에 꼭 알아둬야 할 점은 충분히 공부하고 준비해야 한다는 것입니다. 남들이 좋다고 해서 성급히 시작하면 실패하거나 이후 이유식 진행이 어려워질 수 있습니다. 아기주도 이유식은 아이가 가정의 어른들이 먹는 음식을 먹기 위한 중간 단계라는 점을 잊지 말아야 하며, 준비 없이 시작한 부모들은 나중에 아이가 밥을 잘 먹지 않거나 숟가락 사용을 가르치는 등으로 고생하는 경우가 많습니다. 또한, 아기주도 이유식을 원활하게 하려면 어릴 때부터 손으로 집어 먹는 연습과 씹는 연습이 되어 있어야 하고, 신생아 때부터 배고픔 신호에 따라 수시로 먹이면서 아기가 스스로 먹고 섭취량을 조절하는 본능을 살려줘야 합니다.",https://www.youtube.com/watch?v=51j6CT460nU,a pediatrician,WEB_SEARCH_LIKE,MEDIUM
핑거푸드 언제 시작해?,최근에는 만 6개월에 핑거푸드부터 시작하는 경우도 많아 아이들의 식감 발달은 생각보다 빠릅니다.,https://www.youtube.com/watch?v=CQdglgCCIHo,a pediatric nutrition expert,POOR_GRAMMAR,SHORT
수유 방식에서 아기 신호에 따라 먹이는 방법의 중요성은 무엇인가요?,"아기 신호에 따라 수유하는 방법은 신생아가 배고픔 신호를 보일 때 먹이고, 한 번에 충분히 먹인 뒤 다음 배고픔 신호가 올 때까지 여유 있게 기다리는 것을 포함합니다. 이는 아기에게 맡기는 자동 모드로, 수동 방식인 3시간마다 정해진 시간에 먹이거나 정해진 양만큼 주는 것을 권장하지 않습니다. 아기 신호에 따라 수유하면 아기가 스스로 먹는 리듬을 찾을 수 있어 수면과 수유 모두 좋아지고, 아기와 엄마 모두 편해집니다.",https://www.youtube.com/watch?v=S0TvLFeHwyk,a pediatric nutrition expert,PERFECT_GRAMMAR,MEDIUM
심장병 예방을 위해 어린이에게 어떤 식습관을 권장하나요?,"심장병 예방을 위해 두 돌까지는 음식에 소금을 따로 첨가하지 않고 원래 짠 음식도 먹이지 않는 것이 좋습니다. 두 돌이 지나서도 가능하면 싱겁게 먹이는 것이 중요하며, 짠 음식은 습관이 들기 어렵기 때문에 어릴 때부터 싱겁게 먹는 습관을 들이는 것이 매우 중요합니다.",https://www.youtube.com/watch?v=3hI0NhprCfg,a pediatrician,WEB_SEARCH_LIKE,SHORT
소아청소년과에서 아기의 수유 패턴을 어떻게 평가하나요?,"소아청소년과 진료를 받으며 아기가 젖을 제대로 물고 있는지, 수유 패턴에 문제가 없는지 확인하는 것이 중요합니다. 부모는 아기의 체중과 수유 패턴을 보면서 바람직한 방향으로 조절해 주어야 합니다.",https://www.youtube.com/watch?v=QLlu_Zmr9wQ,a pediatric nutrition expert,WEB_SEARCH_LIKE,MEDIUM
2018년부터 아기의 먹는 양을 평가하는 데 사용되는 기준은 무엇인가요?,"2018년부터 아기의 먹는 양을 평가하는 기준은 2006년 세계보건기구에서 발표한 성장표입니다. 이 표는 전 세계적으로 표준으로 사용되며, 우리나라에서도 2017년 12월부터 도입하여 2018년부터 기준으로 사용하고 있습니다.",https://www.youtube.com/watch?v=1Xcmuwr0Cnw,a child nutrition specialist,WEB_SEARCH_LIKE,LONG
공공장소에서 아이가 어떻게 행동해야 하나요?,"공공장소에서 상황에 맞는 행동을 하는 법을 어릴 때부터 가르쳐야 하며, 돌아다니며 먹는 아이 문제보다 쫓아다니며 먹이는 부모가 더 큰 문제임을 잊지 마십시오.",https://www.youtube.com/watch?v=tEuimZqaiUE,a child nutrition specialist,POOR_GRAMMAR,SHORT
이유식을 적당히 먹고 있는지 어떻게 확인하나요?,"이유식을 적당히 먹고 있는지 확인하려면 우선 아기의 몸무게가 잘 자라고 있는지를 살펴보는 것이 중요합니다. 일반적으로 하루 이유식 섭취량이 500~600g 정도면 양에는 문제가 없습니다. 또한, 수유량이 하루 500g 이상이면 아기가 원하는 만큼 이유식을 먹여도 괜찮습니다. 만약 몸무게가 정상적으로 늘지 않는데 이유식을 충분히 먹이고 있다면 이유식의 조리 상태를 점검해야 합니다.",https://www.youtube.com/watch?v=ZnfIY5F1UR4,a pediatric nutrition expert,WEB_SEARCH_LIKE,SHORT
정유미에 대해 더 알고 싶어요. 모유수유 후 젖을 짜지 말라는 이유는 무엇인가요?,모유수유 후 젖을 짜지 않는 것이 기본입니다. 쓸데없이 젖을 짜는 습관을 들이면 번거롭고 시간이 더 들 뿐 아니라 유즙 분비가 과도하게 늘어나 전유·후유의 불균형이나 유방 울혈 같은 문제가 생길 수 있습니다. 반복되면 오히려 모유수유가 어려워질 수 있습니다. 특별한 이유가 없다면 수유 후 젖을 짜지 않아도 된다는 점을 기억하세요.,https://www.youtube.com/watch?v=I_-qFYAAMNk,a pediatric nutrition expert,MISSPELLED,MEDIUM
모유수유 중 비만을 예방하기 위해 부모가 주의해야 할 수유 패턴은 무엇인가요?,"모유수유 중 비만을 예방하기 위해 부모는 일정한 시간마다 정해진 양을 주거나, 조금씩 자주 계속 먹이거나, 입의 작은 신호만 보고 바로 먹이거나, 보챈다고 즉시 먹이는 등의 습관을 피해야 합니다. 이러한 습관 중 하나라도 있으면 문제 해결이 어려우며, 여러 가지가 겹치면 아기가 스스로 섭취를 조절하기 힘들어질 수 있습니다.",https://www.youtube.com/watch?v=wvLDAfKCce4,a pediatric nutrition expert,PERFECT_GRAMMAR,LONG
이유식 시작하기 전에 꼭 알아둘 최근에 바뀐 4가지 이유식 지침들에 대해 토마토는 언제 주는 것이 좋나요?,"토마토는 돌 전에 시도하는 것이 권장되며, 특정 음식을 너무 늦게 도입하면 알레르기 발생이 증가할 수 있습니다.",https://www.youtube.com/watch?v=HMM_IdFEOg4,a child nutrition specialist,MISSPELLED,LONG
새우를 유아에게 언제부터 먹여도 괜찮은가요?,"과거에는 새우를 2세 이전에는 주지 말라고 했으나, 최근의 의학적 데이터에 따르면 음식을 늦게 시작하면 오히려 알레르기가 증가할 수 있음이 밝혀졌습니다. 따라서 새우를 포함한 다양한 음식을 이른 시기부터 먹이는 것이 권장됩니다.",https://www.youtube.com/watch?v=yvy-PRKF5GQ,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
식이섬유가 아기에게 중요한 이유는 무엇인가요?,"식이섬유는 아기에게 다양한 영양소를 제공하고 비만, 당뇨병, 심혈관질환, 암 등의 예방에 도움이 됩니다. 잡곡과 현미를 섞어 이유식에 포함시키면 식이섬유를 충분히 섭취할 수 있어 건강한 식습관을 형성하는 데 중요합니다.",https://www.youtube.com/watch?v=oHNNLzWV9No,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
"아기를 수유할 때, 아기가 스스로 배고픔을 느끼도록 하는 방법은 무엇인가요?","아기를 스스로 배고플 때 먹이는 방식으로 바꾸는 것은 단순히 수유 시간만 고치는 것으로 해결되지 않습니다. 부모가 처음부터 수유 간격을 정하지 않고 아기에게 맡기는 것이 중요하며, 아기가 스스로 조절하게 됩니다. 처음에는 24시간 수시 수유가 필요할 수 있고, 한 번에 충분히 먹이고 배가 부를 때까지 기다려 주는 것이 중요합니다.",https://www.youtube.com/watch?v=Yqtx1U_EiPE,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
정윤희에 대해 알고 싶어요. 모유수유와 비만에 대한 정보가 있나요?,모유수유에 대한 더 상세한 내용을 알고 싶으신 분은 정윤희 기비를 참고하시기 바랍니다.,https://www.youtube.com/watch?v=wvLDAfKCce4,a pediatric nutrition expert,MISSPELLED,MEDIUM
모유의 중요성에 대해 설명해 주실 수 있나요?,모유가 가장 좋기 때문에 특별히 필요한 경우가 아니라면 분유를 자주 바꾸는 것은 권장하지 않습니다.,https://www.youtube.com/watch?v=N7wsFEKAUB0,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
아기주도 이유식에 대해 잘못된 정보를 가지고 시작하면 어떤 문제가 생길 수 있나요?,아기주도 이유식을 잘못된 정보로 시작하면 실패하거나 이후 이유식 진행이 어려워질 수 있습니다. 준비 없이 시작한 부모들은 나중에 아이가 밥을 잘 먹지 않거나 숟가락 사용을 가르치는 등으로 고생하는 경우가 많습니다.,https://www.youtube.com/watch?v=51j6CT460nU,a pediatric nutrition expert,MISSPELLED,LONG
백설탕이 아이들의 건강에 미치는 영향은 무엇인가요?,"백설탕을 포함한 첨가당을 많이 섭취하면 비만, 심혈관계 질환 위험 증가, 당뇨병 발생 위험 증가, 말초신경 손상, 충치 등 다양한 건강 문제가 생길 수 있습니다. 특히 성장기 아이들은 설탕 섭취로 인해 필수 영양소 섭취가 줄어들어 성장과 두뇌 발달에 악영향을 받을 수 있으며, 미각 발달과 식습관 형성에도 부정적 영향을 줄 수 있습니다.",https://www.youtube.com/watch?v=Gdj4TA6ZLyc,a pediatrician,MISSPELLED,LONG
소아청소년과에서 아이가 밥을 잘 먹지 않는 이유는 무엇인가요?,"아이들이 밥을 잘 먹지 않는 이유는 여러 가지가 있을 수 있습니다. 첫째, 체중이 많이 나가는 경우 아이가 스스로 식사량을 조절하려고 잘 먹지 않을 수 있습니다. 둘째, 빈혈 같은 질병이 있을 경우 식욕이 돌아오지 않는 경우가 많아 치료가 필요합니다. 그러나 대부분의 경우 특별한 질병이 없는 경우가 많습니다. 아이가 잘 먹지 않는다고 억지로 먹이지 말고, 부모가 언제·어디서·어떤 음식을 줄지는 정하고, 아이가 어떤 음식을 얼마나 먹는지는 스스로 결정하도록 내버려 두는 것이 중요합니다.",https://www.youtube.com/watch?v=E7ZFsbXohx0,a pediatric nutrition expert,MISSPELLED,LONG
아기에게 과일을 줄 때 주의해야 할 점은 무엇인가요?,"아기에게 과일을 줄 때는 당도가 높은 과일을 많이 주지 않도록 주의해야 합니다. 이유식을 하면서 수유량이 줄어들었다면 이유식의 구성이나 양을 점검하고, 과일의 양을 조절하는 것이 좋습니다.",https://www.youtube.com/watch?v=0J6dh_a0I9I,a child nutrition specialist,PERFECT_GRAMMAR,SHORT
대장암 예방에 도움이 되는 식사는 어떤 것인가요?,"현미·잡곡 섭취는 심장병, 뇌졸중, 제2형 당뇨병 등 만성질환 예방과 대장암 위험 감소에도 도움이 됩니다.",https://www.youtube.com/watch?v=4lmWRrx5kIQ,a pediatric nutrition expert,MISSPELLED,MEDIUM
까망베르를 어린아이에게 주기 전에 어떤 점을 고려해야 하나요?,"어린아이에게 까망베르와 같은 연성 치즈를 줄 때는 반드시 멸균 처리 여부와 나트륨 함량을 확인해야 합니다. 멸균 처리되지 않은 치즈는 면역력이 약한 어린아이에게 심각한 병을 유발할 수 있으므로 주의해야 합니다. 또한, 나트륨 함량이 적은 아기용 치즈를 선택하고, 간식으로 조금씩만 주는 것이 좋습니다.",https://www.youtube.com/watch?v=OB2vXyWDriQ,a child nutrition specialist,WEB_SEARCH_LIKE,MEDIUM
국제적으로 우유의 안전성에 대한 과학적 평가 결과는 무엇인가요?,국제적으로도 관련 물질의 인체 안전성은 과학적 평가를 통해 문제없다는 결론을 내린 바 있습니다.,https://www.youtube.com/watch?v=lBvgfh5FDxk,a child nutrition specialist,MISSPELLED,LONG
신생아의 수유 방법에 대해 알려줘!,"신생아는 배고픔 신호를 보일 때 먹이고, 한 번에 충분히 먹인 뒤 다음 배고픔 신호가 올 때까지 여유 있게 기다리는 것이 가장 기본입니다. 수동 방식인 3시간마다 정해진 시간에 먹이거나 정해진 양만큼 주는 것은 권장하지 않으며, 아기 신호에 따라 수유하는 자동 모드로 하는 것이 좋습니다.",https://www.youtube.com/watch?v=S0TvLFeHwyk,a pediatrician,MISSPELLED,SHORT
"IBCLC 전문가로서, 아기의 몸무게 증가를 위해 분유를 두 돌까지 계속 먹이는 것이 필요한가요?","결론부터 말씀드리면 그럴 필요는 없습니다. 몸무게가 적다는 이유만으로 분유를 더 오래 먹이는 것은 기준이 되지 않으며, 분유는 기본적으로 돌까지 먹이는 것이 좋고, 돌이 지나면 서서히 줄여 다른 음식이나 우유로 바꿔 주시면 됩니다. 체중 증가에는 분유 종류보다 총 칼로리 섭취가 더 중요합니다.",https://www.youtube.com/watch?v=eGD1vhqSmpk,a child nutrition specialist,PERFECT_GRAMMAR,MEDIUM
토마토는 아이들한테 어떻게 먹여야 하나요?,"토마토는 생과일로 먹어도 좋지만, 올리브유와 함께 조리하면 라이코펜 같은 항산화 물질의 흡수가 좋아집니다.",https://www.youtube.com/watch?v=v43KzkQWXik,a child nutrition specialist,POOR_GRAMMAR,MEDIUM
하루 천에 대한 잘못된 정보는 무엇인가요?,"'하루 1,000ml만 넘지 않으면 괜찮다'는 이야기는 잘못된 정보입니다. 실제로 하루 1,000ml 정도 먹는 아기는 드물고, 이런 아기들 중에는 체중 과다나 이유식 문제 등 다른 문제가 있는 경우가 많습니다. 특별한 이유가 없다면 정상적으로 잘 먹는 아기에게는 하루 1,000ml가 과잉이 될 수 있습니다.",https://www.youtube.com/watch?v=08B0VqzITbU,a child nutrition specialist,MISSPELLED,MEDIUM
소아청소년과에서 아기 몸무게 문제에 대해 어떻게 조언하나요?,"소아청소년과 전문의는 아기의 몸무게가 잘 늘지 않는 경우, 분유를 두 돌까지 계속 먹이는 것이 필요하지 않다고 조언합니다. 몸무게가 적다는 이유만으로 분유를 더 오래 먹이는 것은 기준이 되지 않으며, 분유는 기본적으로 돌까지 먹이는 것이 좋고, 이후에는 다른 음식이나 우유로 서서히 전환해야 한다고 강조합니다.",https://www.youtube.com/watch?v=eGD1vhqSmpk,a pediatric nutrition expert,MISSPELLED,SHORT
오트밀은 아기에게 언제부터 주면 좋나요?,오트밀은 알레르기를 잘 일으키지 않으므로 이유식 초기부터 쌀죽과 함께 동시에 시작해도 무난합니다. 그러나 아직 오트밀을 안 먹어본 12개월 아기에게는 여러 잡곡을 한꺼번에 섞기보다는 한두 가지씩 섞어 주는 것이 좋습니다.,https://www.youtube.com/watch?v=J43GQGMKCCQ,a pediatrician,MISSPELLED,SHORT
아기 요거트 언제 먹여야 해?,아기에게 요거트는 이유식을 시작하면 언제든지 시작할 수 있다고 권고됩니다. 만 6개월이 되면 적당한 시기에 요거트를 시작하시면 됩니다.,https://www.youtube.com/watch?v=XP4Y8nNvdDA,a pediatrician,POOR_GRAMMAR,SHORT
소아청소년과에서 아이들에게 통곡물을 섞어 밥을 먹이는 이유는 무엇인가요?,"소아청소년과 전문의에 따르면, 통곡물(현미·잡곡)은 백미보다 비타민, 철분, 엽산, 셀레늄 등 중요한 영양소와 식이섬유가 더 풍부하여 영양 섭취에 도움이 됩니다. 또한, 식이섬유가 많아 포만감이 더 오래가 체중 유지에도 도움이 되며, 심장병, 뇌졸중, 제2형 당뇨병 등 만성질환 예방과 대장암 위험 감소에도 기여합니다.",https://www.youtube.com/watch?v=4lmWRrx5kIQ,a pediatrician,PERFECT_GRAMMAR,SHORT
아기가 스스로 먹는 양을 조절할 수 있는 간격은 생후 몇 개월부터 생기나요?,생후 1~2개월이 지나면 아기가 한 번에 먹는 양이 늘고 어느 정도 규칙적인 간격이 생깁니다.,https://www.youtube.com/watch?v=QLlu_Zmr9wQ,a pediatric nutrition expert,WEB_SEARCH_LIKE,LONG
푸른 생선은 아이에게 비타민 D를 어떻게 도와줄 수 있나요?,푸른 생선은 비타민 D가 포함된 음식 중 하나입니다. 그러나 식사만으로는 충분한 양을 얻기 어렵기 때문에 비타민 D 보충제를 함께 섭취하는 것이 좋습니다.,https://www.youtube.com/watch?v=vLXZilr9H84,a child nutrition specialist,POOR_GRAMMAR,MEDIUM
유축기란 무엇인가요?,"유축기는 의학적 필요가 없다면 젖을 짜서 병으로 먹이는 것은 권하지 않으며, 대부분의 엄마에게는 비용이 드는 유방 마사지 등 특수한 처치가 필요하지 않습니다. 유축기는 산전이나 산후에 미리 준비할 필요가 없고, 의학적으로 꼭 필요한 경우를 제외하면 가져갈 필요가 없습니다.",https://www.youtube.com/watch?v=EEFXM4m3ZXg,a child nutrition specialist,MISSPELLED,SHORT
퀵 오트밀은 이유식에 어떻게 사용되나요?,"오트밀은 이유식 재료로 사용할 수 있으며, 초기에는 퀵 오트밀(입자가 곱고 퍼지는 제품)을 사용하고, 중기·후기에는 롤드오트나 스틸컷 오트를 사용해 질감을 조절하시면 좋습니다.",https://www.youtube.com/watch?v=rRFmPPSZILA,a pediatric nutrition expert,MISSPELLED,MEDIUM
바이러스성 장염이 아이의 설사에 미치는 영향은 무엇인가요?,"아이들의 설사는 바이러스성 장염인 경우가 흔하며, 이는 장에 문제가 생겼을 때 장 속의 나쁜 것을 빨리 배출하기 위한 반응입니다. 설사 자체는 병으로부터 우리 몸을 지키는 역할을 하기도 하며, 가벼운 설사일 때는 기다려 볼 수 있지만 심한 경우에는 소아청소년과에서 진료를 받는 것이 좋습니다.",https://www.youtube.com/watch?v=w8BucI0wZYE,a pediatric nutrition expert,PERFECT_GRAMMAR,SHORT
"인터넷에서 하루 1000cc만 넘지 않으면 괜찮다고 하는데, 이게 맞는 건가요?","하루 1000ml만 넘지 않으면 괜찮다는 이야기는 잘못된 정보입니다. 실제로는 700ml만 먹어도 문제가 될 수 있으며, 이유식을 충분히 먹는 아이라면 하루 500~600ml만으로도 충분한 경우가 있습니다. 따라서 아기가 스스로 먹는 만큼 먹게 하는 것이 중요하며, 하루 1000ml가 과잉이 될 수 있습니다.",https://www.youtube.com/watch?v=08B0VqzITbU,a pediatrician,POOR_GRAMMAR,MEDIUM
이유식 시작하면 아기 분유 얼마나 먹어야 해?,"이유식은 만 6개월에 시작하면 되고, 하루 수유량은 일반적으로 500~600ml 정도가 권장됩니다. 이유식을 시작하면서 수유량이 줄 수 있지만, 모유나 분유는 아기에게 중요한 영양원이므로 적당량을 먹는 것이 중요합니다.",https://www.youtube.com/watch?v=0J6dh_a0I9I,a child nutrition specialist,POOR_GRAMMAR,SHORT
